------------ Options -------------
base_widths: [128, 64]
batch_size: 16
cvfold: 0
data_path: ./datasets/ScanNet/blocks_bs1_s1
dataset: scannet
dgcnn_k: 20
dgcnn_mlp_widths: [512, 256]
dist_method: euclidean
edgeconv_widths: [[64, 64], [64, 64], [64, 64]]
embedding_type: word2vec
eval_interval: 3
gamma: 0.5
generator_lr: 0.0002
gmm_dropout: 0.1
gmm_weight: 0.1
k_connect: 200
k_shot: 1
log_dir: ./log_scannet/log_pretrain_scannet_S0
lr: 0.001
model_checkpoint_path: None
n_episode_test: 100
n_iters: 50
n_queries: 1
n_subprototypes: 100
n_way: 2
n_workers: 16
noise_dim: 300
output_dim: 64
pc_attribs: xyzrgbXYZ
pc_augm: True
pc_augm_color: 0
pc_augm_jitter: 1
pc_augm_mirror_prob: 0
pc_augm_rot: 1
pc_augm_scale: 1.25
pc_augm_shift: 0.1
pc_in_dim: 9
pc_npts: 2048
phase: pretrain
pretrain_checkpoint_path: None
pretrain_gamma: 0.5
pretrain_lr: 0.001
pretrain_step_size: 50
pretrain_weight_decay: 0.0001
save_path: ./log_scannet/
sigma: 1.0
step_size: 5000
train_dim: 320
trans_lr: 0.0001
use_align: False
use_attention: False
use_high_dgcnn: True
use_linear_proj: False
use_supervise_prototype: False
use_transformer: False
use_zero: False
-------------- End ----------------

=== Pre-train Dataset (classes: [1, 4, 8, 9, 11, 15, 16, 17, 18, 20]) | Train: 23790 blocks | Valid: 2636 blocks ===
=====[Train] Epoch: 0 | Iter: 99 | Loss: 1.1671 =====
=====[Train] Epoch: 0 | Iter: 199 | Loss: 1.1524 =====
=====[Train] Epoch: 0 | Iter: 299 | Loss: 1.0021 =====
=====[Train] Epoch: 0 | Iter: 399 | Loss: 0.8443 =====
=====[Train] Epoch: 0 | Iter: 499 | Loss: 1.0724 =====
=====[Train] Epoch: 0 | Iter: 599 | Loss: 0.7876 =====
=====[Train] Epoch: 0 | Iter: 699 | Loss: 1.0713 =====
=====[Train] Epoch: 0 | Iter: 799 | Loss: 0.8738 =====
=====[Train] Epoch: 0 | Iter: 899 | Loss: 1.1236 =====
=====[Train] Epoch: 0 | Iter: 999 | Loss: 0.9564 =====
=====[Train] Epoch: 0 | Iter: 1099 | Loss: 0.8623 =====
=====[Train] Epoch: 0 | Iter: 1199 | Loss: 0.8988 =====
=====[Train] Epoch: 0 | Iter: 1299 | Loss: 1.3480 =====
=====[Train] Epoch: 0 | Iter: 1399 | Loss: 0.6937 =====
=====[Train] Epoch: 1 | Iter: 99 | Loss: 0.8044 =====
=====[Train] Epoch: 1 | Iter: 199 | Loss: 0.6244 =====
=====[Train] Epoch: 1 | Iter: 299 | Loss: 0.8853 =====
=====[Train] Epoch: 1 | Iter: 399 | Loss: 0.9823 =====
=====[Train] Epoch: 1 | Iter: 499 | Loss: 0.9765 =====
=====[Train] Epoch: 1 | Iter: 599 | Loss: 1.1342 =====
=====[Train] Epoch: 1 | Iter: 699 | Loss: 0.9055 =====
=====[Train] Epoch: 1 | Iter: 799 | Loss: 0.6440 =====
=====[Train] Epoch: 1 | Iter: 899 | Loss: 0.9663 =====
=====[Train] Epoch: 1 | Iter: 999 | Loss: 0.8382 =====
=====[Train] Epoch: 1 | Iter: 1099 | Loss: 0.9759 =====
=====[Train] Epoch: 1 | Iter: 1199 | Loss: 0.6447 =====
=====[Train] Epoch: 1 | Iter: 1299 | Loss: 0.7424 =====
=====[Train] Epoch: 1 | Iter: 1399 | Loss: 0.8739 =====
=====[Train] Epoch: 2 | Iter: 99 | Loss: 0.8384 =====
=====[Train] Epoch: 2 | Iter: 199 | Loss: 0.9445 =====
=====[Train] Epoch: 2 | Iter: 299 | Loss: 0.7893 =====
